DateTime,group_name,Latitude,Longitude,Distance_along_tape,Dune_position,Active_burrows,Inactive_burrows,Burrows_2cm_across,First_burrow_cm,Nearest_Neighbour_cm,Number_of_trees,Number_of_ground_plants,Coastal_Banksia,Red_Ash,Coastal_Canthium,Native_Cherry,Coastal_Screw_Pine,Coastal_Wattle,Coastal_She_oak,Black_Wattle,Twiggy_Homoranthus,Mangrove_Boobialla,Angular_Pigface,Coast_Headland_Pea,Beach_Morning_Glory,Beach_Primrose,Beach_Sawthistle,Beach_Couch,Beach_Spinifex,Blady_Grass,Blue_Flax_Lily,Coastal_Jack_Bean,Coastal_Lovegrass,Devils_Twine,Dune_Oxalis,Emilia,Everlasting_Daisy,Hillside_Burrgrass,Marine_Couch,Mossman_River_Grass,Native_Cobblers_Pegs,Scented_Fan_Flower,Snake_Vine,Tape_Vine,Yellow_Beach_Bean,Living_ground_cover,Second_NN_cm,Third_NN cm,Fourth_NN_cm,Fifth_NN_cm,Sixth_NN_cm,Seventh_NN_cm,Proportion_of_large_holes
27/06/2013 9:37,blue mr crabs,-25.59816667,153.09507,5,Crest,0,11,11,34,43,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,36.5,55,78.5,NA,NA,NA,1
27/06/2013 9:42,blue mr crabs,-25.59815333,153.0949983,10,Crest,2,1,0,28,66,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,12,26.5,35,15,NA,NA,NA,0
27/06/2013 9:45,blue mr crabs,-25.59813333,153.0949633,15,Upslope,1,0,0,58,42,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,25,24,11,31,NA,NA,NA,0
27/06/2013 9:54,blue mr crabs,-25.598155,153.0949133,20,Crest,10,1,1,8,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,17,16,21,33,NA,NA,NA,0.090909091
27/06/2013 9:57,blue mr crabs,-25.59809833,153.094875,25,Crest,4,2,1,4,42,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,27,37,NA,NA,NA,0.166666667
27/06/2013 10:02,blue mr crabs,-25.59809833,153.0948267,30,Upslope,5,3,0,8,51,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,73,58,84,NA,NA,NA,0
27/06/2013 10:07,blue mr crabs,-25.59808,153.09478,35,Crest,3,0,1,13,60,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,23,61,25,NA,NA,NA,0.333333333
27/06/2013 10:13,blue mr crabs,-25.59807833,153.0947417,40,Downslope,5,0,1,28,25,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,40,35.5,55,NA,NA,NA,0.2
27/06/2013 10:17,blue mr crabs,-25.59808333,153.0946867,45,Trough,2,0,2,13,78,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,20,47,147,NA,NA,NA,1
27/06/2013 10:22,blue mr crabs,-25.59806167,153.0946217,50,Trough,2,1,0,84,73,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,25,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,85,71,18,NA,NA,NA,0
27/06/2013 10:29,blue mr crabs,-25.59803667,153.0946183,55,Trough,3,0,1,8,30,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,48,88,71,10,NA,NA,NA,0.333333333
27/06/2013 10:33,blue mr crabs,-25.59802333,153.0945683,60,Upslope,3,0,0,13,104,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,95,41,85,81,NA,NA,NA,0
27/06/2013 10:41,blue mr crabs,-25.59800333,153.0944817,65,Upslope,6,0,0,11,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,21,16,67,NA,NA,NA,0
27/06/2013 10:44,blue mr crabs,-25.59799167,153.0944467,70,Crest,4,0,0,43,60,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,16,36,40,64,NA,NA,NA,0
27/06/2013 10:47,blue mr crabs,-25.59799167,153.094385,75,Downslope,11,0,3,21,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,10,3,37,5,NA,NA,NA,0.272727273
27/06/2013 10:50,blue mr crabs,-25.59795167,153.0943717,80,Upslope,10,3,1,19,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,42,78,25.5,64,NA,NA,NA,0.076923077
27/06/2013 10:58,blue mr crabs,-25.59795667,153.0943267,85,Downslope,4,0,0,10,45,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,15,37,24,49,NA,NA,NA,0
27/06/2013 11:02,blue mr crabs,-25.59792333,153.094285,90,Trough,6,0,1,37,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,80,45,42,58,NA,NA,NA,0.166666667
27/06/2013 9:25,blue smurfs,-25.59800833,153.0951417,0,Upslope,0,24,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5,10.5,12,NA,NA,NA,0
27/06/2013 9:35,blue smurfs,-25.59797833,153.0951183,5,Crest,0,4,0,22,37,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,17.5,55,NA,NA,NA,NA,0
27/06/2013 9:44,blue smurfs,-25.59797167,153.0949983,10,Downslope,2,12,3,10,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,33,9,NA,NA,NA,0.214285714
27/06/2013 9:46,blue smurfs,-25.597955,153.095,15,Upslope,4,7,0,11,17,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,13,8,17,28,NA,NA,NA,0
27/06/2013 9:49,blue smurfs,-25.597975,153.0949467,20,Upslope,1,7,0,4,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,37,31,27,NA,NA,NA,0
27/06/2013 9:53,blue smurfs,-25.59794167,153.094885,25,Crest,2,6,1,7,43,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,0,2,0,0,0,0,0,0,0,0,15,0,0,0,32,8,19,31,NA,NA,NA,0.125
27/06/2013 9:57,blue smurfs,-25.597995,153.0948983,30,Crest,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,25,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,51,NA,NA,NA,NA,NA,NA,NA
27/06/2013 10:03,blue smurfs,-25.59794167,153.0948233,35,Crest,2,3,9,26,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,35,72,53,NA,NA,NA,NA
27/06/2013 10:05,blue smurfs,-25.59792667,153.0947883,40,Downslope,1,2,0,8,37,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,26,37,NA,NA,NA,NA,0
27/06/2013 10:17,blue smurfs,-25.59796,153.094705,45,Trough,3,6,2,15,23,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,17,29,28,NA,NA,NA,0.222222222
27/06/2013 10:20,blue smurfs,-25.59787,153.0947117,50,Trough,0,2,0,34,56,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,90,2,0,11,0,0,0,0,0,0,0,0,0,0,0,1,115,NA,NA,NA,NA,NA,NA,0
27/06/2013 10:40,blue smurfs,-25.59787667,153.0946433,55,Trough,3,4,2,11,13,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,1,0,1,0,0,0,0,0,0,0,0,10,20,2,0,74,22,22,47,NA,NA,NA,0.285714286
27/06/2013 10:50,blue smurfs,-25.59783667,153.0945783,60,Trough,0,1,0,54,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50,0,0,2,0,0,0,0,0,0,0,0,0,3,1,0,57,NA,NA,NA,NA,NA,NA,0
27/06/2013 10:57,blue smurfs,-25.59785333,153.094555,65,Upslope,1,6,0,19,13,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,30,0,0,0,0,0,0,0,0,10,10,0,0,70,22,19,12,NA,NA,NA,0
27/06/2013 11:03,blue smurfs,-25.597835,153.0945017,70,Crest,3,4,0,10,38,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,36,22,24,19,NA,NA,NA,0
25/06/2013 9:32,crying crab,-25.597875,153.0951833,0,Upslope,16,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0
25/06/2013 9:38,crying crab,-25.59785333,153.0951433,5,Crest,5,4,2,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,22,NA,NA,NA,NA,NA,NA,0.222222222
25/06/2013 9:43,crying crab,-25.59785833,153.0951033,10,Downslope,12,0,2,17,29,1,3,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,30,NA,NA,NA,NA,NA,NA,0.166666667
25/06/2013 9:52,crying crab,-25.59786,153.09505,15,Upslope,23,0,6,3,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,NA,NA,NA,NA,NA,NA,0.260869565
25/06/2013 9:55,crying crab,-25.59784833,153.0950083,20,Upslope,6,1,3,9,26,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,28,NA,NA,NA,NA,NA,NA,0.428571429
25/06/2013 9:59,crying crab,-25.59785,153.0949583,25,Upslope,23,1,5,14,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,13,NA,NA,NA,NA,NA,NA,0.208333333
25/06/2013 10:06,crying crab,-25.59783,153.09492,30,Crest,8,0,2,8,31,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,NA,NA,NA,NA,NA,NA,0.25
25/06/2013 10:15,crying crab,-25.59779,153.0948717,35,Downslope,11,0,9,14,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,55,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,95,NA,NA,NA,NA,NA,NA,0.818181818
25/06/2013 10:20,crying crab,-25.59778333,153.0948167,40,Downslope,0,0,0,151,56,0,4,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,40,0,0,0,55,NA,NA,NA,NA,NA,NA,NA
25/06/2013 10:24,crying crab,-25.59776833,153.09479,45,Trough,1,0,0,58,81,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,78,NA,NA,NA,NA,NA,NA,0
25/06/2013 10:28,crying crab,-25.59776,153.0947333,50,Trough,1,0,1,33,170,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,91,NA,NA,NA,NA,NA,NA,1
25/06/2013 10:32,crying crab,-25.59774667,153.0946867,55,Trough,3,1,2,21,49,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,40,NA,NA,NA,NA,NA,NA,0.5
25/06/2013 10:34,crying crab,-25.59772833,153.0946583,60,Trough,1,0,0,35,93,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,87,NA,NA,NA,NA,NA,NA,0
25/06/2013 10:37,crying crab,-25.59770833,153.0946233,65,Upslope,1,0,1,42,53,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,62,NA,NA,NA,NA,NA,NA,1
25/06/2013 10:40,crying crab,-25.597695,153.0945417,70,Crest,0,0,0,176,30,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,90,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,100,NA,NA,NA,NA,NA,NA,NA
25/06/2013 10:47,crying crab,-25.59767833,153.0945217,75,Crest,1,0,1,68,68,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,20,2,0,97,NA,NA,NA,NA,NA,NA,1
25/06/2013 10:50,crying crab,-25.597665,153.094475,80,Crest,2,0,1,19,83,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,NA,NA,NA,NA,NA,NA,0.5
26/06/2013 9:21,damien,-25.59654667,153.095655,0,Upslope,9,0,0,6,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,19,6,4,NA,NA,NA,0
26/06/2013 9:34,damien,-25.596515,153.09563,5,Upslope,2,1,2,35,60,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,60,8,18,NA,NA,NA,0.666666667
26/06/2013 9:39,damien,-25.59650833,153.0955733,10,Crest,7,3,4,4,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,10,10,7,NA,NA,NA,0.4
26/06/2013 9:46,damien,-25.596505,153.095525,15,Crest,9,1,7,16,15,1,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,15,6,10,NA,NA,NA,0.7
26/06/2013 9:53,damien,-25.59651667,153.0954733,20,Downslope,11,0,3,13,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,10,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,55,5,26,23,NA,NA,NA,0.272727273
26/06/2013 9:58,damien,-25.596515,153.09541,25,Upslope,1,0,1,1,70,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,90,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,70,50,90,NA,NA,NA,1
26/06/2013 10:01,damien,-25.59649167,153.095375,30,Crest,4,0,4,46,20,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,20,70,30,NA,NA,NA,1
26/06/2013 10:04,damien,-25.596485,153.0953417,35,Downslope,3,0,3,32,48,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,48,55,62,NA,NA,NA,1
26/06/2013 10:07,damien,-25.59646167,153.0952833,40,Downslope,2,0,2,35,94,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,94,71,79,NA,NA,NA,1
26/06/2013 10:09,damien,-25.596445,153.0952317,45,Downslope,0,0,0,30,150,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,150,270,46,NA,NA,NA,NA
